,name,api_keyword,business_status,place_id,lat,lng,rating,user_ratings_total,types,vicinity,price_level
369,Timhotel Paris Gare Montparnasse,hotel,OPERATIONAL,ChIJFb82tcxx5kcRQ2TRIWWyNVo,48.8429623,2.3212247,3.4,726,"['lodging', 'point_of_interest', 'establishment']","22 Rue de l'Arrivée, Paris",
370,Hotel Danemark,hotel,OPERATIONAL,ChIJn078BM9x5kcRSuzsyXsevDc,48.8433749,2.3298708,4.0,123,"['lodging', 'point_of_interest', 'establishment']","21 Rue Vavin, Paris",
371,Unic Renoir Saint-Germain,hotel,OPERATIONAL,ChIJ760PDsxx5kcRp30tQqpfESA,48.8420224,2.3253574,3.3,454,"['lodging', 'point_of_interest', 'establishment']","56 Rue du Montparnasse, Paris",
372,Best Western Paris Porte de Versailles à Issy-les-Moulineaux,hotel,OPERATIONAL,ChIJuS92oXhw5kcRvGNHL17icl4,48.8235567,2.2747152,4.0,305,"['lodging', 'point_of_interest', 'establishment']","11 bis Av. Jean Jaurès, Issy-les-Moulineaux",
373,"Niepce Paris Hotel, Curio Collection by Hilton",hotel,OPERATIONAL,ChIJxcMv8Epw5kcRA3lXptiNuf8,48.8349935,2.317975,4.6,264,"['lodging', 'point_of_interest', 'establishment']","4 Rue Niépce, Paris",
374,Comfort Hotel Sixteen,hotel,OPERATIONAL,ChIJxRN_hfhw5kcRF5yt3EO4_ZM,48.8160316,2.3108234,4.4,216,"['lodging', 'point_of_interest', 'establishment']","16 Place Jean Jaurès, Montrouge",
375,Novotel Suites Paris Expo Porte de Versailles,hotel,OPERATIONAL,ChIJG5F4M0Vw5kcRKjkGyJPXIG4,48.82761259999999,2.3046091,4.3,898,"['lodging', 'point_of_interest', 'establishment']","4 Boulevard Brune, Paris",
376,Hôtel Arcadie Montparnasse,hotel,OPERATIONAL,ChIJT-TD4spx5kcRMOpQdcCaYMM,48.8389494,2.3225757,4.0,325,"['lodging', 'point_of_interest', 'establishment']","71 Av. du Maine, Paris",
377,Le Bellune Bar Hotel & Spa,hotel,OPERATIONAL,ChIJ42i_1Klx5kcRCB65QYU7_f4,48.8341918,2.2852203,4.4,35,"['spa', 'lodging', 'bar', 'point_of_interest', 'establishment']","35 Bd Victor, Paris",
378,Hotel Auguste,hotel,OPERATIONAL,ChIJVcOxOxVw5kcRBReHGIHdJGw,48.8378908,2.2961487,3.3,130,"['city_hall', 'local_government_office', 'lodging', 'point_of_interest', 'establishment']","25 Rue Alain Chartier, Paris",
379,ibis Paris Gare Montparnasse 15ème,hotel,OPERATIONAL,ChIJ02CAHjRw5kcRiVvDMYBmjiQ,48.8404096,2.3155537,3.6,270,"['lodging', 'point_of_interest', 'establishment']","71 Bd de Vaugirard, Paris",
380,Restaurant ARLOCCHINO,restaurant,OPERATIONAL,ChIJN3JEySVy5kcRQc4bhdxHR6Q,48.8275533,2.3711905,4.8,52,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']","49 Rue de Tolbiac, Paris",
381,"Restaurant ""La Porte Didot""",restaurant,OPERATIONAL,ChIJucmKUhlx5kcRMTco_4NZvbE,48.8263255,2.3125094,3.5,50,"['restaurant', 'food', 'point_of_interest', 'establishment']","77 Boulevard Brune, Paris",1
382,Dolania,restaurant,OPERATIONAL,ChIJ27fRoFtz5kcROHbwDukZZug,48.8065139,2.3630195,4.5,300,"['restaurant', 'food', 'point_of_interest', 'establishment']","6 Av. de Paris, Villejuif",2
383,Restaurant Du Campus,restaurant,OPERATIONAL,ChIJdVv2tCdy5kcRICvZ_te7O_4,48.8269982,2.3672072,4.0,161,"['restaurant', 'food', 'point_of_interest', 'establishment']","87 Rue de Tolbiac, Paris",1
384,Royal City Restaurant,restaurant,OPERATIONAL,ChIJB8gKNKFx5kcRvbKPpskdQzA,48.8237621,2.3450387,4.9,8,"['restaurant', 'food', 'point_of_interest', 'establishment']","20 Rue Boussingault, Paris",
385,Restaurant Universitaire CIUP - CROUS,restaurant,OPERATIONAL,ChIJy6XlGqFx5kcRmo1HdFZUkLM,48.8192917,2.3374932,4.1,492,"['restaurant', 'food', 'point_of_interest', 'establishment']","17 Bd Jourdan, Paris",
386,Restaurant Kitchen and Bar by Courtyard Arcueil,restaurant,OPERATIONAL,ChIJ3-MEx9dx5kcRqoX6brrRYCo,48.8100497,2.3281288,3.6,8,"['restaurant', 'food', 'point_of_interest', 'establishment']","6 Av. du Président Salvador Allende, Arcueil",
387,Bar Les Mains D' Or Restaurant,restaurant,OPERATIONAL,ChIJP-wRoqJx5kcRb5I2nD6iTVc,48.82495850000001,2.3413798,4.6,198,"['restaurant', 'food', 'point_of_interest', 'establishment']","22 Rue de l'Amiral Mouchez, Paris",2
388,Restaurant Norouz,restaurant,OPERATIONAL,ChIJCYZkPyVy5kcRs1gfcms9vTs,48.8267854,2.3745481,4.5,257,"['restaurant', 'food', 'point_of_interest', 'establishment']","48 Rue du Dessous des Berges, Paris",2
389,Il était un square,restaurant,OPERATIONAL,ChIJwUSAAJRx5kcRhtFv4x-CYs4,48.8309972,2.3480279,4.7,1920,"['restaurant', 'food', 'point_of_interest', 'establishment']","54 Rue Corvisart, Paris",2
390,Buffalo Grill,restaurant,OPERATIONAL,ChIJv7qrZa5x5kcRpZ3Wmx7L_Ks,48.82434,2.32619,4.1,2796,"['restaurant', 'meal_takeaway', 'bar', 'food', 'point_of_interest', 'establishment']","117 Av. du Général Leclerc, Paris",2
391,L'Amiral Chicken,restaurant,OPERATIONAL,ChIJn3LvpqJx5kcR8sZFM4y0zxM,48.8253584,2.3417385,3.5,280,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']","11b Rue de l'Amiral Mouchez, Paris",1
392,Restaurant @ Hôtel Restaurant Campanile Porte D'Italie,restaurant,OPERATIONAL,ChIJAyIZDXpx5kcRjzOmucSu8u0,48.81573170000001,2.3598981,3.3,4,"['restaurant', 'food', 'point_of_interest', 'establishment']","2 Bd du Général de Gaulle, Le Kremlin-Bicêtre",2
393,Fratello Restaurant Lounge,restaurant,OPERATIONAL,ChIJIdoRYl1x5kcRKafoVfVGIKA,48.8135757,2.36146,4.3,1705,"['restaurant', 'food', 'point_of_interest', 'establishment']","37 Av. de Fontainebleau, Le Kremlin-Bicêtre",
394,Le Céleste Restaurant,restaurant,OPERATIONAL,ChIJ0ZMqordx5kcR9eM_pbCZ5Xk,48.8179474,2.3588522,4.8,199,"['restaurant', 'food', 'point_of_interest', 'establishment']","1 Rue Paul Bourget, Paris",
395,My Kim,restaurant,OPERATIONAL,ChIJiedRYy9y5kcRgYOZeojj9MA,48.8252179,2.3720361,4.7,287,"['restaurant', 'food', 'point_of_interest', 'establishment']","40 Rue des Terres au Curé, Paris",1
396,Taj Mahal Villejuif,restaurant,OPERATIONAL,ChIJMdW7IeFz5kcRqO9wpWoVwB4,48.7925961,2.3660643,4.1,228,"['restaurant', 'food', 'point_of_interest', 'establishment']","5 Rue Georges Lebigot, Villejuif",2
397,Béryl,restaurant,OPERATIONAL,ChIJXU2YBlRz5kcRuKDjWbGOYqw,48.8265739,2.3712744,4.6,43,"['restaurant', 'food', 'point_of_interest', 'establishment']","68 Rue Albert, Paris",
398,Himalayan Restaurant,restaurant,OPERATIONAL,ChIJ7bz8yatx5kcRfDOG8p_4IVM,48.8193169,2.3231969,4.3,443,"['restaurant', 'food', 'point_of_interest', 'establishment']","40 Av. Henri Ginoux, Montrouge",2
399,La Habana.Paris restaurant cubain Paris 13ème,restaurant,OPERATIONAL,ChIJOV1Fio9x5kcRc4tezfKjMl4,48.8259145,2.3547481,4.5,309,"['restaurant', 'food', 'point_of_interest', 'establishment']","163 Rue de Tolbiac, Paris",2
400,Social Bar Paris,bar,OPERATIONAL,ChIJR5-CQBpy5kcRKZp6xATLG2Q,48.8417599,2.3753923,4.5,935,"['bar', 'restaurant', 'point_of_interest', 'food', 'establishment']","25 Rue Villiot, Paris",2
401,Nuno's Bar,bar,OPERATIONAL,ChIJZQLxPMJx5kcRVvhQ3fUpRKE,48.84188779999999,2.3416338,4.6,48,"['bar', 'restaurant', 'point_of_interest', 'food', 'establishment']","19 Rue des Feuillantines, Paris",2
402,"Cubana Café , Soirées Salsa, Bar à Cocktails, Bar de nuit, Fumoir, Restaurant Montparnasse",bar,OPERATIONAL,ChIJgyEj4c5x5kcRCzd6ghcItvg,48.8426412,2.3289213,4.2,1623,"['restaurant', 'bar', 'point_of_interest', 'food', 'establishment']","47 Rue Vavin, Paris",2
403,Archi' Bar,bar,OPERATIONAL,ChIJ_9VFPMZx5kcRGNhrXqIXK-g,48.83988189999999,2.3328365,4.4,120,"['bar', 'point_of_interest', 'establishment']","13 Bis Rue Campagne Première, Paris",1
404,Bistrot Rev’bar,bar,OPERATIONAL,ChIJ7dbp8Q9y5kcRCO2P_AhuwUE,48.8462238,2.3783832,4.4,119,"['restaurant', 'bar', 'point_of_interest', 'food', 'establishment']","44 Bd Diderot, Paris",
405,L'Escale Bar,bar,OPERATIONAL,ChIJczHxNity5kcRaNnC3eTE-Ec,48.815986,2.3677394,3.8,24,"['bar', 'point_of_interest', 'establishment']","14 Av. de Verdun, Ivry-sur-Seine",
406,The OakenShield Tavern,bar,OPERATIONAL,ChIJW01ew2Zx5kcRY4ikZxp_oiM,48.84625560000001,2.342901,4.8,278,"['bar', 'point_of_interest', 'establishment']","184 Rue Saint-Jacques, Paris",
407,Bar des Sciences,bar,OPERATIONAL,ChIJ_9CFRZJx5kcRz9u9vClghFU,48.8325551,2.3517697,0.0,0,"['bar', 'point_of_interest', 'establishment']","33 Rue de Croulebarbe, Paris",
408,Aux Marsouins,bar,OPERATIONAL,ChIJ7ejZFutx5kcR99AjljqagJQ,48.837598,2.3465869,4.6,229,"['bar', 'point_of_interest', 'establishment']","50 Bd de Port-Royal, Paris",1
409,L'alliance bar,bar,OPERATIONAL,ChIJPfcgJy9x5kcR1MZzeJ4DsKA,48.8359416,2.3591645,3.5,13,"['bar', 'cafe', 'restaurant', 'liquor_store', 'point_of_interest', 'store', 'food', 'establishment']","115 Bd de l'Hôpital, Paris",
410,The Long Hop,bar,OPERATIONAL,ChIJ2VSRr-Zx5kcRsy5bO-HbFgM,48.85052049999999,2.3489923,4.2,1370,"['bar', 'restaurant', 'point_of_interest', 'food', 'establishment']","25 Rue Frédéric Sauton, Paris",2
411,Teddy's Bar,bar,OPERATIONAL,ChIJoR8GS-9x5kcRZscULlPrXUY,48.8450236,2.3494981,4.5,536,"['bar', 'cafe', 'point_of_interest', 'food', 'establishment']","3 Rue Thouin, Paris",2
412,Brewberry Bar,bar,OPERATIONAL,ChIJZbDwMelx5kcRN69dXeWxbvE,48.8429568,2.3484649,4.2,306,"['bar', 'restaurant', 'point_of_interest', 'food', 'establishment']","11 Rue du Pot de Fer, Paris",2
413,Le Bar'ouff,bar,OPERATIONAL,ChIJ90-OUoRx5kcR80q4nr1jVOc,48.8429869,2.3484186,4.4,19,"['bar', 'point_of_interest', 'establishment']","18 Rue du Pot de Fer, Paris",
414,Taverne de la Butte,bar,OPERATIONAL,ChIJlV7R8JBx5kcRijuMQpdAYoM,48.8276806,2.3501278,4.1,588,"['bar', 'liquor_store', 'point_of_interest', 'store', 'establishment']","13 Rue de la Butte aux Cailles, Paris",2
415,Mad Maker Pub,bar,OPERATIONAL,ChIJkzOrreBx5kcR4ZxbgfJ3FDc,48.848275,2.3417913,3.9,1231,"['bar', 'restaurant', 'point_of_interest', 'food', 'establishment']","22 Rue Cujas, Paris",2
416,Solera Paris : Bar à Cocktail,bar,OPERATIONAL,ChIJ6UgRnMFx5kcRVXJSfhG5iJ8,48.840278,2.340759,4.6,1101,"['night_club', 'bar', 'restaurant', 'point_of_interest', 'food', 'establishment']","283 Rue Saint-Jacques, Paris",2
417,Le Melocoton Bar,bar,OPERATIONAL,ChIJN_qSDeZx5kcRh83isElZG4k,48.8470761,2.3486341,4.4,358,"['bar', 'point_of_interest', 'establishment']","10 Rue Descartes, Paris",1
418,Inside bar paris,bar,OPERATIONAL,ChIJjwix0Axy5kcROXTgfYky9nQ,48.8480812,2.388061,4.6,429,"['bar', 'point_of_interest', 'establishment']","14 Rue Claude Tillier, Paris",2
419,Bar & Beer Bercy,bar,OPERATIONAL,ChIJSfLXSGpy5kcRwQHfSSypaK8,48.8394246,2.3878161,4.6,543,"['bar', 'restaurant', 'point_of_interest', 'food', 'establishment']","4 Rue du Charolais, Paris",2
420,ibis Paris Bercy Village 12ème,hotel,OPERATIONAL,ChIJ-yvAcD9y5kcRWsLRCVHquy8,48.8323297,2.3866463,4.0,1368,"['lodging', 'point_of_interest', 'establishment']","19 Pl. des Vins de France, Paris",
421,Hôtel Orphée,hotel,OPERATIONAL,ChIJp3moMbFx5kcRN9wT86mBTII,48.8400051,2.3613082,4.3,112,"['lodging', 'point_of_interest', 'establishment']","4 Bd Saint-Marcel, Paris",
422,citizenM Paris Gare de Lyon hotel,hotel,OPERATIONAL,ChIJfVZVfRty5kcRs0bj4UTjj6o,48.84341630000001,2.3716691,4.4,2689,"['lodging', 'point_of_interest', 'establishment']","8 Rue Van Gogh, Paris",
423,Hôtel Claret Bercy,hotel,OPERATIONAL,ChIJ5ZsFrhZy5kcRqzuGyYue67I,48.8398893,2.3816318,3.2,650,"['lodging', 'point_of_interest', 'establishment']","44 Bd de Bercy, Paris",
424,Hôtel Libertel Austerlitz Jardin des Plantes,hotel,OPERATIONAL,ChIJe-udXPZx5kcRKURHNFv5BSw,48.8423585,2.3632483,4.0,636,"['lodging', 'point_of_interest', 'establishment']","12 Bd de l'Hôpital, Paris",
425,Hôtel Mercure Paris Gare de Lyon TGV,hotel,OPERATIONAL,ChIJpeRfRBty5kcRTx3iMe3DsPE,48.8444773,2.3727317,3.9,1665,"['lodging', 'point_of_interest', 'establishment']","2 Pl. Louis-Armand, Paris",
426,ibis Styles Paris Bercy,hotel,OPERATIONAL,ChIJL7xAkhZy5kcR2X7eLNO7kCw,48.8383522,2.3810212,3.8,3454,"['lodging', 'point_of_interest', 'establishment']","77 Rue de Bercy, Paris",
427,Timhotel Paris Place d'Italie,hotel,OPERATIONAL,ChIJKam8O4xx5kcRfSzL-gS77F0,48.8316025,2.3573687,3.9,593,"['lodging', 'point_of_interest', 'establishment']","178 Bd Vincent Auriol, Paris",
428,The People Paris Marais,hotel,OPERATIONAL,ChIJjRraPPlx5kcRHCEo0fZXGmU,48.8501827,2.3629828,4.0,415,"['lodging', 'point_of_interest', 'establishment']","17 Bd Morland, Paris",
429,Le Petit Beaumarchais Hotel & Spa,hotel,OPERATIONAL,ChIJX-TTbgBy5kcRjR3c7YdFQno,48.8547494,2.3691443,4.6,365,"['spa', 'bar', 'lodging', 'point_of_interest', 'establishment']","8 Bd Beaumarchais, Paris",
430,SO/ PARIS,hotel,OPERATIONAL,ChIJF--ICnFx5kcRp5l7I78w3LM,48.8500072,2.3624566,4.1,172,"['lodging', 'point_of_interest', 'establishment']","10 Rue Agrippa d'Aubigné, Paris",
431,Hôtel Marceau Bastille,hotel,OPERATIONAL,ChIJ9flisANy5kcRmqA_SDN39P0,48.8489923,2.3698894,4.4,473,"['lodging', 'point_of_interest', 'establishment']","13 Rue Jules César, Paris",
432,Hôtel Campanile Paris Bercy Village,hotel,OPERATIONAL,ChIJOZIp44m8tRIRJsrQU-CBbEM,48.8351115,2.387644,4.0,2231,"['lodging', 'point_of_interest', 'establishment']","17 Rue Baron le Roy, Paris",
433,TOO Hotel,hotel,OPERATIONAL,ChIJ-QCHeRBz5kcRYmCWcv3A0zY,48.8255034,2.3824575,4.5,594,"['lodging', 'point_of_interest', 'establishment']","65 Rue Bruneseau, Paris",
434,Hôtel Le Compostelle,hotel,OPERATIONAL,ChIJOay4ogJu5kcR6qaVUZpvdWE,48.8565063,2.3570832,4.0,184,"['lodging', 'point_of_interest', 'establishment']","31 Rue du Roi de Sicile, Paris",
435,Hotel Des Deux-Iles,hotel,OPERATIONAL,ChIJXwkKNuNx5kcRKzpgKCjT-9E,48.8523611,2.3549598,4.6,123,"['lodging', 'point_of_interest', 'establishment']","59 Rue Saint-Louis en l'Île, Paris",
436,International Youth Hostel,hotel,OPERATIONAL,ChIJxZN0lwhy5kcRrnHrm3kye2k,48.8510699,2.3787559,3.0,1334,"['lodging', 'point_of_interest', 'establishment']","75011, 10 Rue Trousseau, Paris",
437,ibis budget Paris Porte de Bercy,hotel,OPERATIONAL,ChIJH0QaYE9y5kcRjEpWxSGkIZg,48.8253575,2.3936953,3.4,1391,"['lodging', 'point_of_interest', 'establishment']","Paris Bercy 2, 2 Pl. de l'Europe, Charenton-le-Pont",
438,Novotel Paris Centre Bercy,hotel,OPERATIONAL,ChIJA6ux6xZy5kcRJXobZ6vyNXg,48.8386537,2.380449,4.3,1513,"['lodging', 'point_of_interest', 'establishment']","85 Rue de Bercy, Paris",
439,Courtyard by Marriott Paris Gare de Lyon,hotel,OPERATIONAL,ChIJ6X3RqBxy5kcRBzzozFVpWno,48.84512669999999,2.3712969,4.4,1032,"['lodging', 'point_of_interest', 'establishment']","209-211 Rue de Bercy, Paris",
440,Hôtel du Jardin des Plantes,hotel,OPERATIONAL,ChIJG8ciKPBx5kcRoWy6k_L1Yqw,48.8439203,2.3547106,3.9,281,"['lodging', 'point_of_interest', 'establishment']","5 Rue Linné, Paris",
441,Hôtel Dupond-Smith,hotel,OPERATIONAL,ChIJWQ3QwgJu5kcRa80_dPMcbD0,48.8580136,2.3573122,4.7,125,"['lodging', 'point_of_interest', 'establishment']","2 Rue des Guillemites, Paris",
442,Le Petit Oberkampf Hotel & Spa,hotel,OPERATIONAL,ChIJ36ayh_1t5kcRfJpvToy3rX8,48.8628381,2.3676227,4.7,13,"['spa', 'lodging', 'point_of_interest', 'establishment']","3 Rue Oberkampf, Paris",
443,Le Pavillon de la Reine,hotel,OPERATIONAL,ChIJowDQ3_9x5kcRTtwZxXwH_kQ,48.85627299999999,2.366041,4.5,436,"['parking', 'spa', 'bar', 'restaurant', 'lodging', 'point_of_interest', 'food', 'establishment']","28 Pl. des Vosges, Paris",
444,Hôtel Riesner,hotel,OPERATIONAL,ChIJB6k-9-pz5kcRbOCN-dFi5qM,48.8473358,2.371015,4.6,27,"['lodging', 'point_of_interest', 'establishment']","19 Rue d'Austerlitz, Paris",
445,Hôtel de Venise Paris 12,hotel,OPERATIONAL,ChIJZ0IeCBJy5kcRNsssV8C74TU,48.8452658,2.3836355,4.4,710,"['lodging', 'point_of_interest', 'establishment']","4 Rue Chaligny, Paris",
446,Hôtel Saint-Louis-en-l'Isle,hotel,OPERATIONAL,ChIJnw7-O-Nx5kcRRmqhwXhpr_w,48.8526129,2.354257,4.4,123,"['lodging', 'point_of_interest', 'establishment']","75 Rue Saint-Louis en l'Île, Paris",
447,Le VIP Paris - Yacht Hotel,hotel,OPERATIONAL,ChIJ0YR15hty5kcRFlA9dsDRBZA,48.8410606,2.3724458,4.4,810,"['spa', 'lodging', 'point_of_interest', 'establishment']","7 Port de la Rapée, Paris",
448,Hotel Richard,hotel,OPERATIONAL,ChIJ_WRcLvZt5kcRRc683YvF6G8,48.8560191,2.3813893,2.8,697,"['lodging', 'point_of_interest', 'establishment']","Hotel Richard, 35 Rue Richard Lenoir, Paris",
449,The People - Paris Bercy,hotel,OPERATIONAL,ChIJO8FA1dRz5kcRXMYzWAG6_Ys,48.8390447,2.3925259,4.6,628,"['park', 'night_club', 'bar', 'restaurant', 'lodging', 'point_of_interest', 'food', 'establishment']","28 Bd de Reuilly, Paris",
450,Centre International de Sejour Kellermann,hotel,OPERATIONAL,ChIJbcdblINx5kcRuMj57cxJMDI,48.8196925,2.3566932,3.5,902,"['lodging', 'point_of_interest', 'establishment']","17 Bd Kellermann, Paris",
451,Pullman Paris Centre - Bercy,hotel,OPERATIONAL,ChIJK2EkoEBy5kcR4lDx93ugxI4,48.831572,2.3867768,4.5,3190,"['lodging', 'point_of_interest', 'establishment']","1 Rue de Libourne, Paris",
452,Grand Hôtel Malher,hotel,OPERATIONAL,ChIJESwV_v1x5kcRmu5PSA9ekP4,48.8557111,2.3611304,4.4,256,"['lodging', 'point_of_interest', 'establishment']","5 Rue Malher, Paris",
453,Oh la la ! Hotel - Paris Bastille,hotel,OPERATIONAL,ChIJaeePISVz5kcRllKqEBgvaZQ,48.85343229999999,2.3705786,4.7,126,"['bar', 'lodging', 'point_of_interest', 'establishment']","6 Rue de la Roquette, Paris",
454,Hotel du Vieux Marais,hotel,OPERATIONAL,ChIJk-nr0Rxu5kcRTIqOELHySZI,48.859142,2.3554328,4.0,213,"['lodging', 'point_of_interest', 'establishment']","8 Rue du Plâtre, Paris",
455,Hotel France Louvre,hotel,OPERATIONAL,ChIJRZOcrgJu5kcRNHLaohZ3YRI,48.8565524,2.3560433,3.5,360,"['lodging', 'point_of_interest', 'establishment']","40 Rue de Rivoli, Paris",
456,Off Paris Seine,hotel,OPERATIONAL,ChIJadzWNxly5kcRTD3f4D71ZJU,48.8426809,2.3680257,4.2,1847,"['bar', 'restaurant', 'lodging', 'point_of_interest', 'food', 'establishment']","86 Quai d'Austerlitz, Paris",
457,Hôtel Beaubourg,hotel,OPERATIONAL,ChIJCdHKjhxu5kcR0YtyGr7Vftc,48.8600866,2.3533543,4.2,193,"['lodging', 'point_of_interest', 'establishment']","11 Rue Simon le Franc, Paris",
458,Boutique Hôtel de la Place des Vosges,hotel,OPERATIONAL,ChIJyfTZAgBu5kcRavp8zha4exA,48.8544507,2.3651895,4.1,105,"['lodging', 'point_of_interest', 'establishment']","12 Rue de Birague, Paris",
459,Hôtel Trianon Gare de Lyon - Paris 12,hotel,OPERATIONAL,ChIJHahExg9y5kcRAzrVjjRxQHQ,48.8463769,2.3796265,3.8,481,"['lodging', 'point_of_interest', 'establishment']","52 Bd Diderot, Paris",
460,Auberge de jeunesse Fourcy - MIJE Marais,hotel,OPERATIONAL,ChIJn2Wil_1x5kcRk8i-HIIhchc,48.8546192,2.3591694,4.1,907,"['lodging', 'point_of_interest', 'establishment']","6 Rue de Fourcy, Paris",
461,Terminus Lyon Hotel - Paris,hotel,OPERATIONAL,ChIJ455HVQNy5kcRoOeFzE4Zp1E,48.8457933,2.3717283,4.0,1316,"['lodging', 'point_of_interest', 'establishment']","19 Bd Diderot, Paris",
462,Hôtel Bastille Speria,hotel,OPERATIONAL,ChIJQaO5OgBy5kcR0I32TobdCbo,48.85394489999999,2.3675123,4.3,336,"['lodging', 'point_of_interest', 'establishment']","1 Rue de la Bastille, Paris",
463,Hotel Le Daum Paris,hotel,OPERATIONAL,ChIJ62Zgn25z5kcRvt_YCuDja7c,48.8387921,2.400834300000001,4.7,49,"['lodging', 'point_of_interest', 'establishment']","15 Rue Gossec, Paris",
464,Roi de Sicile - Rivoli,hotel,OPERATIONAL,ChIJ6-bjYf1x5kcRb8QIGXNfgBM,48.8559652,2.3573584,4.8,67,"['lodging', 'point_of_interest', 'establishment']","19 Rue de Rivoli, Paris",
465,Apartments WS Marais - République,hotel,OPERATIONAL,ChIJ5ff7TgRu5kcRCda8mhFILXc,48.86301,2.359979,3.7,40,"['lodging', 'point_of_interest', 'establishment']","77 Rue des Archives, Paris",
466,ZaZie Hotel,hotel,OPERATIONAL,ChIJQ1d9BxJy5kcR9Sua7sbVbTQ,48.84534,2.3832962,4.3,612,"['lodging', 'point_of_interest', 'establishment']","3 Rue Chaligny, Paris",
467,Hôtel Du Vieux Saule,hotel,OPERATIONAL,ChIJrZFThwZu5kcRG8XmUzvBoTo,48.86335099999999,2.3623202,3.9,160,"['lodging', 'point_of_interest', 'establishment']","6 Rue de Picardie, Paris",
468,Aparthotel Adagio Paris Bercy Village,hotel,OPERATIONAL,ChIJNxs3fT9y5kcRg8oRrYyTM7Q,48.832117,2.38695,4.0,755,"['lodging', 'point_of_interest', 'establishment']","1-7 Cr du Minervois, Paris",
469,Green Hotels Paris 13,hotel,OPERATIONAL,ChIJ9em2sCVy5kcRT1jkcF7pZE0,48.8273875,2.372056,3.9,361,"['lodging', 'point_of_interest', 'establishment']","90 Rue de Patay, Paris",
470,Hotel Terre Neuve,hotel,OPERATIONAL,ChIJpaNezndy5kcRrcMtOxTwl8w,48.85439359999999,2.3982532,4.3,136,"['lodging', 'point_of_interest', 'establishment']","22 bis Rue de Terre Neuve, Paris",
471,Hôtel Paris Bastille Boutet - MGallery,hotel,OPERATIONAL,ChIJ0dF63Aty5kcRvtCqXeiRvjM,48.8518672,2.3837919,4.3,596,"['lodging', 'point_of_interest', 'establishment']","22 24 Rue Faidherbe, Paris",
472,Hôtel Mercure Paris Bercy Bibliothèque,hotel,OPERATIONAL,ChIJic-0-hhy5kcRs0J-yQ9-aNo,48.83748130000001,2.3728713,4.3,712,"['lodging', 'point_of_interest', 'establishment']","6 Bd Vincent Auriol, Paris",
473,Timhotel Paris Gare de Lyon,hotel,OPERATIONAL,ChIJ08iPPgNy5kcR7FdgCabB-lA,48.84674649999999,2.3700922,3.6,626,"['lodging', 'point_of_interest', 'establishment']","3 Rue d'Austerlitz, Paris",
474,hotelF1 Paris Porte de Montreuil,hotel,OPERATIONAL,ChIJP236PX5t5kcR7TnS1c0JE1k,48.8557601,2.4161588,3.2,1501,"['lodging', 'point_of_interest', 'establishment']","Zac Eugène Barlain, 290-302 Rue Etienne Marcel, Bagnolet",
475,ibis Paris Gare de Lyon Diderot 12ème,hotel,OPERATIONAL,ChIJy83IRQVy5kcRV83aCmSEBBQ,48.8464142,2.3766527,3.9,928,"['lodging', 'point_of_interest', 'establishment']","31 Bis Bd Diderot, Paris",
476,Best Western Quartier Latin Panthéon,hotel,OPERATIONAL,ChIJh-oKre9x5kcRND9DCWVS_i4,48.8436433,2.3526698,3.8,429,"['lodging', 'point_of_interest', 'establishment']","71 Rue Monge, Paris",
477,Acacia Hotel,hotel,OPERATIONAL,ChIJG1QoBfpt5kcRs9GdGY3GfIE,48.8608802,2.3783626,3.6,161,"['lodging', 'point_of_interest', 'establishment']","30 bis Ave Parmentier, Paris",
478,Hôtel de JoBo,hotel,OPERATIONAL,ChIJ__97G_5x5kcRtv2HoBpT2qg,48.8554997,2.3621249,4.8,364,"['cafe', 'lodging', 'night_club', 'bar', 'food', 'point_of_interest', 'establishment']","10 Rue d'Ormesson, Paris",
479,Hotel Paris Bastille,hotel,OPERATIONAL,ChIJWY2pfAFy5kcR-vAzKD16-LU,48.850973,2.3699425,4.2,581,"['lodging', 'point_of_interest', 'establishment']","67 Rue de Lyon, Paris",
480,Mama Restaurant Paris West,restaurant,OPERATIONAL,ChIJaQnWVRdx5kcREX0D9Ip5T2M,48.8287134,2.29196,4.3,754,"['restaurant', 'food', 'point_of_interest', 'establishment']","20 Av. de la Prte de la Plaine, Paris",
481,Deuz Restaurant,restaurant,OPERATIONAL,ChIJJ5EeqkBw5kcRID8n5cNHnIo,48.8368901,2.3031606,4.5,301,"['restaurant', 'food', 'point_of_interest', 'establishment']","37 Rue d'Alleray, Paris",2
482,Bar Restaurant l’Auberge,restaurant,OPERATIONAL,ChIJL9Bi8Ylw5kcRCb-dBc0EKHs,48.8161689,2.2902914,4.3,51,"['restaurant', 'food', 'point_of_interest', 'establishment']","15 Rue Hoche, Malakoff",
